Model,Previous_treatment,Drug,Concentration,Raw Data,Viability,Response
1040,Olaparib,JQ1,0.01,17251,74.60377696,25.39622304
1040,Olaparib,AZD8055,10,983,4.049918546,95.95008145
1040,Olaparib,AZD8055,3,1758,7.411071747,92.58892825
1040,Olaparib,AZD8055,1,1061,4.388202352,95.61179765
1040,Olaparib,AZD8055,0.3,1763,7.432756606,92.56724339
1040,Olaparib,AZD8055,0.1,7250,31.22972127,68.77027873
1040,Olaparib,AZD8055,0.03,8657,37.33184069,62.66815931
1040,Olaparib,AZD8055,0.01,8582,37.0065678,62.9934322
1040,Olaparib,AZD6738,10,4472,19.18161341,80.81838659
1040,Olaparib,AZD6738,3,6181,26.59349834,73.40650166
1040,Olaparib,AZD6738,1,8566,36.93717625,63.06282375
1040,Olaparib,AZD6738,0.3,8767,37.8089076,62.1910924
1040,Olaparib,AZD6738,0.1,27396,118.6023566,0
1040,Olaparib,AZD6738,0.03,14390,62.19570043,37.80429957
1040,Olaparib,AZD6738,0.01,10578,45.66316366,54.33683634
1040,Olaparib,AZD7648,10,4818,20.68220568,79.31779432
1040,Olaparib,AZD7648,3,13129,56.7267789,43.2732211
1040,Olaparib,AZD7648,1,35058,151.8322351,0
1040,Olaparib,AZD7648,0.3,19074,82.51007668,17.48992332
1040,Olaparib,AZD7648,0.1,22961,99.36788635,0.63211365
1040,Olaparib,AZD7648,0.03,21230,91.86058804,8.139411961
1040,Olaparib,AZD7648,0.01,20759,89.81787429,10.18212571
1040,Olaparib,Epirubicin,10,397,1.508453029,98.49154697
1040,Olaparib,Epirubicin,3,370,1.391354789,98.60864521
1040,Olaparib,Epirubicin,1,1718,7.237592872,92.76240713
1040,Olaparib,Epirubicin,0.3,2642,11.24495488,88.75504512
1040,Olaparib,Epirubicin,0.1,4013,17.19094332,82.80905668
1040,Olaparib,Epirubicin,0.03,9895,42.70101187,57.29898813
1040,Olaparib,Epirubicin,0.01,9156,39.49598966,60.50401034
1040,Olaparib,AZD7762,10,1773,7.476126325,92.52387367
1040,Olaparib,AZD7762,3,2076,8.790228802,91.2097712
1040,Olaparib,AZD7762,1,3552,15.19159929,84.80840071
1040,Olaparib,AZD7762,0.3,5516,23.70941204,76.29058796
1040,Olaparib,AZD7762,0.1,12183,52.62400351,47.37599649
1040,Olaparib,AZD7762,0.03,12379,53.47405,46.52595
1040,Olaparib,AZD7762,0.01,17059,73.77107836,26.22892164
1040,AZD1775,Paclitaxel,10,28093,25.5203708,74.4796292
1040,AZD1775,Paclitaxel,3,20411,18.52187722,81.47812278
1040,AZD1775,Paclitaxel,1,25244,22.92486075,77.07513925
1040,AZD1775,Paclitaxel,0.3,20926,18.99105506,81.00894494
1040,AZD1775,Paclitaxel,0.1,36816,33.46724135,66.53275865
1040,AZD1775,Paclitaxel,0.03,46783,42.54742691,57.45257309
1040,AZD1775,Paclitaxel,0.01,87415,79.56419224,20.43580776
1040,AZD1775,Carboplatin,10,16305,14.78120882,85.21879118
1040,AZD1775,Carboplatin,3,43441,39.50278157,60.49721843
1040,AZD1775,Carboplatin,1,31997,29.07701216,70.92298784
1040,AZD1775,Carboplatin,0.3,52658,47.89969843,52.10030157
1040,AZD1775,Carboplatin,0.1,99984,91.0148647,8.9851353
1040,AZD1775,Carboplatin,0.03,129617,118.0112667,0
1040,AZD1775,Carboplatin,0.01,127562,116.1391105,0
1040,AZD1775,Olaparib,10,39231,35.66736657,64.33263343
1040,AZD1775,Olaparib,3,92612,84.29878885,15.70121115
1040,AZD1775,Olaparib,1,53205,48.39802907,51.60197093
1040,AZD1775,Olaparib,0.3,92673,84.35436137,15.64563863
1040,AZD1775,Olaparib,0.1,74769,68.04337086,31.95662914
1040,AZD1775,Olaparib,0.03,102643,93.43728001,6.562719986
1040,AZD1775,Olaparib,0.01,141236,128.5964655,0
1040,AZD1775,AZD1775,10,8395,7.575001552,92.42499845
1040,AZD1775,AZD1775,3,13497,12.22305079,87.77694921
1040,AZD1775,AZD1775,1,12484,11.30018253,88.69981747
1040,AZD1775,AZD1775,0.3,15221,13.79365779,86.20634221
1040,AZD1775,AZD1775,0.1,16136,14.62724561,85.37275439
1040,AZD1775,AZD1775,0.03,44599,40.55774845,59.44225155
1040,AZD1775,AZD1775,0.01,96777,88.09320772,11.90679228
1040,AZD1775,BMN-673,10,28689,26.06334167,73.93665833
1040,AZD1775,BMN-673,3,31960,29.04330424,70.95669576
1040,AZD1775,BMN-673,1,39881,36.25953278,63.74046722
1040,AZD1775,BMN-673,0.3,39069,35.51978053,64.48021947
1040,AZD1775,BMN-673,0.1,44782,40.72446601,59.27553399
1040,AZD1775,BMN-673,0.03,46438,42.23312331,57.76687669
1040,AZD1775,BMN-673,0.01,66605,60.60576326,39.39423674
1040,AZD1775,AZD0156,10,19476,17.6700689,82.3299311
1040,AZD1775,AZD0156,3,24609,22.34635991,77.65364009
1040,AZD1775,AZD0156,1,26359,23.94065356,76.05934644
1040,AZD1775,AZD0156,0.3,51985,47.28657865,52.71342135
1040,AZD1775,AZD0156,0.1,32683,29.70197527,70.29802473
1040,AZD1775,AZD0156,0.03,66585,60.58754276,39.41245724
1040,AZD1775,AZD0156,0.01,114953,104.651997,0
1040,AZD1775,AZD0156,10,19983,18.13195855,81.86804145
1040,AZD1775,AZD0156,3,26886,24.4207637,75.5792363
1040,AZD1775,AZD0156,1,34892,31.71442936,68.28557064
1040,AZD1775,AZD0156,0.3,37246,33.85898207,66.14101793
1040,AZD1775,AZD0156,0.1,30818,28.00291376,71.99708624
1040,AZD1775,AZD0156,0.03,64745,58.91125687,41.08874313
1040,AZD1775,AZD0156,0.01,94782,86.27571297,13.72428703
1040,AZD1775,Paclitaxel,10,19390,17.59172076,82.40827924
1040,AZD1775,Paclitaxel,3,26890,24.4244078,75.5755922
1040,AZD1775,Paclitaxel,1,26275,23.86412746,76.13587254
1040,AZD1775,Paclitaxel,0.3,27192,24.69953733,75.30046267
1040,AZD1775,Paclitaxel,0.1,43531,39.58477381,60.41522619
1040,AZD1775,Paclitaxel,0.03,106733,97.16337201,2.836627985
1040,AZD1775,Paclitaxel,0.01,148935,135.6104465,0
1040,AZD1775,Carboplatin,10,20857,18.92819434,81.07180566
1040,AZD1775,Carboplatin,3,27507,24.98651019,75.01348981
1040,AZD1775,Carboplatin,1,46511,42.29962813,57.70037187
1040,AZD1775,Carboplatin,0.3,71902,65.43146236,34.56853764
1040,AZD1775,Carboplatin,0.1,99292,90.38443544,9.615564557
1040,AZD1775,Carboplatin,0.03,202573,184.4760022,0
1040,AZD1775,Carboplatin,0.01,110275,100.3902223,0
1040,AZD1775,Olaparib,10,40610,36.92366997,63.07633003
1040,AZD1775,Olaparib,3,65529,59.62550042,40.37449958
1040,AZD1775,Olaparib,1,74558,67.8511446,32.1488554
1040,AZD1775,Olaparib,0.3,97133,88.4175326,11.5824674
1040,AZD1775,Olaparib,0.1,75052,68.30119092,31.69880908
1040,AZD1775,Olaparib,0.03,118917,108.2632999,0
1040,AZD1775,Olaparib,0.01,114942,104.6419757,0
1040,AZD1775,AZD1775,10,8769,7.915724879,92.08427512
1040,AZD1775,AZD1775,3,10961,9.912691545,90.08730845
1040,AZD1775,AZD1775,1,15886,14.39948937,85.60051063
1040,AZD1775,AZD1775,0.3,19887,18.04450015,81.95549985
1040,AZD1775,AZD1775,0.1,25254,22.933971,77.066029
1040,AZD1775,AZD1775,0.03,45555,41.42868829,58.57131171
1040,AZD1775,AZD1775,0.01,111461,101.4706979,0
1040,AZD1775,BMN-673,10,32986,29.97801583,70.02198417
1040,AZD1775,BMN-673,3,27737,25.19604592,74.80395408
1040,AZD1775,BMN-673,1,46100,41.92519688,58.07480312
1040,AZD1775,BMN-673,0.3,38963,35.42321189,64.57678811
1040,AZD1775,BMN-673,0.1,49838,45.3306081,54.6693919
1040,AZD1775,BMN-673,0.03,40577,36.89360614,63.10639386
1040,AZD1775,BMN-673,0.01,68123,61.98869912,38.01130088
1040,AZD1775,BMN-673,10,25429,23.09340036,76.90659964
1040,AZD1775,BMN-673,3,40655,36.96466609,63.03533391
1040,AZD1775,BMN-673,1,34639,31.48394005,68.51605995
1040,AZD1775,BMN-673,0.3,45396,41.28383532,58.71616468
1040,AZD1775,BMN-673,0.1,55904,50.85688538,49.14311462
1040,AZD1775,BMN-673,0.03,48591,44.19456,55.80544
1040,AZD1775,BMN-673,0.01,38744,35.22369743,64.77630257
1040,AZD1775,AZD0156,10,22137,20.09430626,79.90569374
1040,AZD1775,AZD0156,3,24524,22.26892279,77.73107721
1040,AZD1775,AZD0156,1,40648,36.95828891,63.04171109
1040,AZD1775,AZD0156,0.3,25172,22.85926696,77.14073304
1040,AZD1775,AZD0156,0.1,34422,31.28624764,68.71375236
1040,AZD1775,AZD0156,0.03,89076,81.07740466,18.92259534
1040,AZD1775,AZD0156,0.01,98682,89.82871023,10.17128977
1040,AZD1775,Paclitaxel,10,23751,21.56470052,78.43529948
1040,AZD1775,Paclitaxel,3,28583,25.96677302,74.03322698
1040,AZD1775,Paclitaxel,1,33131,30.11011445,69.88988555
1040,AZD1775,Paclitaxel,0.3,42195,38.36764449,61.63235551
1040,AZD1775,Paclitaxel,0.1,49359,44.89422716,55.10577284
1040,AZD1775,Paclitaxel,0.03,80259,73.04489778,26.95510222
1040,AZD1775,Paclitaxel,0.01,93958,85.52502842,14.47497158
1040,AZD1775,Carboplatin,10,18284,16.58412717,83.41587283
1040,AZD1775,Carboplatin,3,36111,32.82496876,67.17503124
1040,AZD1775,Carboplatin,1,62992,57.31423015,42.68576985
1040,AZD1775,Carboplatin,0.3,221342,201.5750293,0
1040,AZD1775,Carboplatin,0.1,90006,81.92465786,18.07534214
1040,AZD1775,Carboplatin,0.03,212159,193.2090872,0
1040,AZD1775,Carboplatin,0.01,209181,190.496055,0
1040,AZD1775,Olaparib,10,55676,50.6491717,49.3508283
1040,AZD1775,Olaparib,3,75670,68.86420433,31.13579567
1040,AZD1775,Olaparib,1,119432,108.7324777,0
1040,AZD1775,Olaparib,0.3,128308,116.8187351,0
1040,AZD1775,Olaparib,0.1,85076,77.43330491,22.56669509
1040,AZD1775,Olaparib,0.03,125772,114.5083758,0
1040,AZD1775,Olaparib,0.01,97437,88.69448418,11.30551582
1040,AZD1775,AZD1775,10,10068,9.099146275,90.90085373
1040,AZD1775,AZD1775,3,10857,9.817944952,90.18205505
1040,AZD1775,AZD1775,1,12206,11.04691759,88.95308241
1040,AZD1775,AZD1775,0.3,26603,24.16294364,75.83705636
1040,AZD1775,AZD1775,0.1,50449,45.88724434,54.11275566
1040,AZD1775,AZD1775,0.03,92035,83.77312746,16.22687254
1040,AZD1775,AZD1775,0.01,84347,76.76916773,23.23083227
1040,AZD1775,AZD6738,10,20502,18.60478049,81.39521951
1040,AZD1775,AZD6738,3,18774,17.03052939,82.96947061
1040,AZD1775,AZD6738,1,19677,17.85318491,82.14681509
1040,AZD1775,AZD6738,0.3,22825,20.72109142,79.27890858
1040,AZD1775,AZD6738,0.1,37449,34.04392013,65.95607987
1040,AZD1775,AZD6738,0.03,127852,116.4033077,0
1040,AZD1775,AZD6738,0.01,165123,150.3581182,0
1040,AZD1775,AZD7648,10,64644,58.81924335,41.18075665
1040,AZD1775,AZD7648,3,112771,102.6641406,0
1040,AZD1775,AZD7648,1,119682,108.960234,0
1040,AZD1775,AZD7648,0.3,88234,80.31032167,19.68967833
1040,AZD1775,AZD7648,0.1,133738,121.7656005,0
1040,AZD1775,AZD7648,0.03,162968,148.3948595,0
1040,AZD1775,AZD7648,0.01,121557,110.6684057,0
1040,AZD1775,Epirubicin,10,701,0.56557567,99.43442433
1040,AZD1775,Epirubicin,3,1150,0.974625868,99.02537413
1040,AZD1775,Epirubicin,1,1383,1.186894678,98.81310532
1040,AZD1775,Epirubicin,0.3,6601,5.940622811,94.05937719
1040,AZD1775,Epirubicin,0.1,25680,23.32206762,76.67793238
1040,AZD1775,Epirubicin,0.03,38990,35.44780956,64.55219044
1040,AZD1775,Epirubicin,0.01,56927,51.7888639,48.2111361
1040,AZD1775,AZD7762,10,1226,1.043863763,98.95613624
1040,AZD1775,AZD7762,3,5416,4.861058258,95.13894174
1040,AZD1775,AZD7762,1,10087,9.116455749,90.88354425
1040,AZD1775,AZD7762,0.3,13565,12.28500049,87.71499951
1040,AZD1775,AZD7762,0.1,16885,15.30960328,84.69039672
1040,AZD1775,AZD7762,0.03,48210,43.8474595,56.1525405
1040,AZD1775,AZD7762,0.01,82942,75.48917769,24.51082231
1040,AZD1775,JQ1,10,1855,1.61689845,98.38310155
1040,AZD1775,JQ1,3,1913,1.669737896,98.3302621
1040,AZD1775,JQ1,1,4314,3.857108775,96.14289122
1040,AZD1775,JQ1,0.3,12248,11.08518064,88.91481936
1040,AZD1775,JQ1,0.1,30841,28.02386734,71.97613266
1040,AZD1775,JQ1,0.03,106935,97.34739905,2.652600948
1040,AZD1775,JQ1,0.01,131183,119.4379318,0
1040,AZD1775,AZD8055,10,4326,3.868041074,96.13195893
1040,AZD1775,AZD8055,3,5963,5.3593889,94.6406111
1040,AZD1775,AZD8055,1,8874,8.011382497,91.9886175
1040,AZD1775,AZD8055,0.3,10283,9.295016637,90.70498336
